country,year,gdp_pc,population,internet_users,mobile_subs,secure_servers,rule_law,gov_effect,reg_quality,tfp,hc,capital_stock,pat_res,pat_nres,ip_receipts,ai_proxy_total,electricity_access,AI_index,ln_gdp,ln_ai,ln_tfp,ln_hc,digital_infra_index,innovation_index
Australia,2010,7144.631774722255,1240927988,28.813616738901175,84.28739209403814,76.1200348341365,1.2286047935967936,0.14658754977752492,-0.9795752253764003,0.871673178405057,1.1961705140488184,17732.555603361925,450.9365202989547,282.3469049743452,33.117867028114794,766.8205903819792,76.5092793223125,-0.2175049317491352,8.874116552957878,-0.2655024158211667,-0.13734072073355502,0.17912521564119605,0.17881566305163754,0.9135029972668403
Australia,2011,6894.9120123953735,133158868,24.052729810441736,91.64990192033567,47.10789754280821,1.1259854890509735,0.07246792552139644,0.5151510346214864,0.9576966755227619,1.2039355393603741,15469.872824117696,217.76723531455002,19.77050893960188,0.40647114165170045,1454.0487126914331,62.51281598069882,0.04223817647589606,8.838539029072066,0.37435188108894246,-0.043224173774400805,0.1855958067161491,-0.03682020493052729,-0.5684431037327324
Australia,2012,6694.506371529252,439918842,22.73607282260436,84.45947238891627,50.31661133332843,-0.12360454339992039,-0.5567540893365625,-0.17908705350439963,0.9147630197338977,1.1522640830115927,20822.56640669349,129.92532201905334,86.607931246509,64.14141874426407,914.8205829637191,67.76573358453712,0.18574344558051264,8.809042524492789,-0.08902731712629125,-0.08909024207790919,0.14172877472785864,-0.06001842479505537,-0.0671552341847873
Australia,2013,7628.759996269321,1337916936,30.4675664944118,81.68924957676236,35.73115996325994,-0.5832670701948869,-0.5233171520542372,-1.717831223790924,0.9964343253826599,1.2677918660836915,23355.74763253525,860.5544321459687,6.039598272558849,1.859248781371962,916.4398192592204,58.37585588140437,0.47579450587011074,8.939680594199556,-0.08725887751439029,-0.0035720467869770466,0.23727669907490062,-0.08289187707051526,0.46678437302762377
Australia,2014,7535.884620986991,666113997,63.29247112028298,68.68866128088953,48.06428843090721,0.27324444075240767,1.382958115524474,-0.78948566274259,0.973254291637115,1.1263931512683831,17240.17381611179,342.3856839562516,22.071446393145226,2.947324243018423,1076.5170235146034,79.77337576061744,-0.36638272215822887,8.92743150576041,0.07373085145906824,-0.02710988290754641,0.11902062620818407,0.30988102399067663,-0.3361368771423071
Australia,2015,7657.765153393327,832612695,42.33612509991045,93.48254834439383,63.89345562361968,0.2814051267193628,0.04252427806229389,6.751447313134434e-05,1.0255310597068357,1.1508555285933533,28351.062532446776,323.0734123426393,35.525473593827655,34.63162591339643,1372.4149864475262,78.16494261673309,0.24511982863320714,8.94347546473406,0.3165719518256067,0.025210585450324195,0.14050560369778353,0.2858683789247771,-0.11224856136019945
Australia,2016,9266.798628855411,1121174456,36.87588528016582,109.86714429633298,85.25498450294278,-0.8883445475315824,-0.37721984595995917,0.21097376348521568,1.1817359345759788,1.2254742041577111,30441.12353982697,535.6217557034075,25.419588318213833,12.25410529956547,1297.1394504502741,75.07828814196445,0.03124425434115488,9.134193251433189,0.26016141724958514,0.16698448842107824,0.20332787452557802,0.43587838992284844,0.059128922563495
Australia,2017,8201.841755779482,1263811748,48.63149735490316,96.6476863205867,90.91987979374198,1.381880171331348,-1.2270891239329103,0.6910624109585507,1.0737852192876345,1.2787681569147071,21775.81710162173,46.34337129677723,41.80828162150445,21.13640821615683,1361.954885303194,80.38675654171152,-0.4610764489602984,9.012114012395912,0.30892108331909085,0.07118999404628942,0.24589723713867773,0.5491811955707597,-0.6424907209926443
Australia,2018,9384.94623944801,1073030652,65.77411888977693,102.58630018394365,124.87869052335584,-0.5579390586402215,0.7916671476758825,-0.9426428984918925,1.0864001250019704,1.2576339462459012,31811.17865135738,428.9707407007086,95.3948051495801,59.64526139494094,1184.1663617088377,82.0934894249484,0.6887325164144764,9.146862220655562,0.16903903479149318,0.08286959288301192,0.22923213520851424,0.9907910641418816,0.43056899429938755
Australia,2019,10086.189359505268,886451763,56.33046827101799,80.41989211107776,84.63440315267451,-0.8109738931523192,0.026225674301008636,-0.9732481195049023,1.1876549404245735,1.2759305029709649,22089.747129217692,234.85735957681882,97.93892003039166,33.49462413606424,1942.290905725567,90.12009471551244,0.1922560789297747,9.218922376950346,0.6638681556257469,0.17198072456239635,0.24367571868304236,0.5252063300475207,-0.058810506363568216
Austria,2010,923.8866225883733,292362395,35.909063227933544,56.276084008190864,79.51898096107018,0.8547772447912307,0.1863024161097347,0.18752071415895677,1.10443351065298,1.201724803482504,2347.660470876041,394.3736387386296,22.89034434325963,63.70487240872337,1807.713401797323,51.36654735260618,0.414731705142532,6.828589361286641,0.5920627326998636,0.09933254347207454,0.1837578610503967,0.16359981452941352,0.15828969510007074
Austria,2011,833.2283877492722,940052747,31.749909696804224,104.2218332148846,40.12823542374872,0.009140844448527466,1.0631684723495913,0.6854351860532215,1.0954820876331735,1.3306263041411996,3251.5815614799794,869.5789144977006,216.72921954094613,24.304171698807313,1818.7515096860957,68.54116501324093,0.28058945741175473,6.725307779556869,0.5981502820052775,0.09119452905998436,0.28564973676184785,0.05455598229594649,1.3337567339580367
Austria,2012,669.556909104216,17916218,37.07880444343033,103.64326027290791,27.954809178821492,0.4193502742502168,0.22101934346284302,-1.1302127071138932,1.1330506234314996,1.368592227282539,2674.2567057514416,454.6826227873748,281.73949217444033,16.700454145875824,3136.748136974606,66.54353585390382,1.0058768088355174,6.5066161639148685,1.143186638122565,0.1249136619228187,0.31378264020005325,0.030199028367374314,0.8082723728662646
Austria,2013,895.3043852828358,423396420,41.292113741150686,93.950970584022,50.906534742602354,-0.3149929377796577,0.4169338045856901,-0.2126710335323032,1.1768536278130848,1.3228681923500378,1800.3314791792395,116.82173533826953,217.52954065027828,10.791129671295577,1883.8184574104248,77.29519042024073,0.861340736938437,6.797163755743647,0.633300811325681,0.162844460148045,0.27980225231629946,0.18964053950800408,-0.008257774459985878
Austria,2014,734.1767866622868,639215911,49.4943389972774,83.72673900426138,73.95580163883704,1.0828687116555178,0.07370132674728737,-0.6699185790619697,1.0913591533338367,1.2406637588044,1696.261125401849,450.1593907454302,164.54937288749295,4.23962901203286,1460.8872313313498,57.19463487434984,0.1755646117959638,6.598749853377238,0.37904394384251683,0.08742384913398142,0.21564652575908982,0.3918371900797517,0.32702775428091235
Austria,2015,941.3611831996169,283293172,48.92827468259919,74.39184091263698,84.49394176926404,-0.48400057024698484,-0.4271201906988437,-0.855801929031752,1.1764203078275945,1.4152102466880836,2746.064744306235,854.6045890643219,65.88596052777788,17.75601278639729,1915.5968542431503,79.27890440694917,0.23537479269350559,6.84732689505938,0.6500292473066176,0.16247619023792106,0.3472781042895185,0.41690644540440513,0.7623342687757779
Austria,2016,918.884632451855,967534406,33.23142183154268,108.00833624857975,73.37023655805491,1.5608100481010396,1.6615844232430026,0.05550490810622297,1.2492001441648881,1.4123780711747989,2348.8079562618295,229.23662647928214,7.368334008518339,131.70116243388094,2315.9203081708165,88.76240157466385,0.7369713046067533,6.823160578514404,0.8398071498660671,0.22250346183255001,0.345274859020384,0.30840766510658923,0.2846299070530709
Austria,2017,901.7903889726615,566244112,35.104325066910306,62.90524846013062,62.65231774020784,0.8847946959258386,-0.7696728930733019,0.27816676196076556,1.2716119914274504,1.3841306536945177,3069.6984178716802,10.738314342584196,26.871992220163303,12.963264436841124,2135.1220503776462,78.15636161959905,0.5085131697150569,6.804382108326134,0.7585238114998787,0.2402853801983531,0.3250722556982656,0.06983537648426652,-0.8061077391162078
Austria,2018,891.6222396535679,705582462,54.06339062362269,134.96510589893748,94.4615948525055,-0.13632606493136354,-0.6235859173803358,0.3442410871660426,1.3261451330006626,1.429851446539262,3276.501954028147,457.69889857293987,18.851264094718122,51.630300893333384,2758.5940504707396,90.65585236313429,0.6721396800937032,6.793042544733119,1.0147211479364244,0.28227633750930636,0.3575705553365698,0.7928029138580841,0.169871050559516
Austria,2019,914.4689550215468,993137146,66.35547125465149,70.52890873677315,88.28785263762708,-0.5755841866278323,-1.2020027648327176,-2.371623070273321,1.3452019092014809,1.4180376464483677,3581.845373084432,441.30926096770065,405.596302988449,34.228185351733806,3471.9396646096993,100.0,1.1521115022786061,6.818343519765951,1.24471341894253,0.29654412015258136,0.34927397673379984,0.6197391512613075,1.3156910139192228
Belgium,2010,7068.8571811141055,215904445,36.68326018107997,69.6744157665386,67.95630816821097,-0.3540285695137471,1.164036461016569,0.10518865344436175,0.9548089307244855,0.9896345263661837,20270.358346840218,119.25044464966727,35.29504037445777,28.04711164069757,1171.1398006577704,75.64718021669904,0.2613710310631123,8.86345410241814,0.1579774631922966,-0.04624403105839313,-0.010419569298463997,0.15094389993842805,-0.4966183800643781
Belgium,2011,6954.941873412164,1176970671,39.37470902651121,73.91843023573385,77.95625321467128,0.1981327208871545,-0.14338130035980393,-0.20270205515841197,0.9257410822881179,0.9894819709890423,24521.776051765486,259.04028242432975,18.975021263561256,29.839503423739018,1215.4179874744161,65.03388240619944,-0.27463968141116485,8.847207746797409,0.19508804024298942,-0.07716069219390717,-0.010573734429872248,0.2651985810412685,-0.3060861022559861
Belgium,2012,7929.3850524233985,538520917,38.96418000808659,114.52609954096602,58.2581165789498,-0.7110378505847348,-0.05654430532165705,0.2674361027981716,1.0231205311195035,0.997410743103757,25862.993579516704,723.0223732895648,130.50840496196372,97.33267905936948,1122.6982360831873,58.34464722570287,0.2826949601685811,8.978330764638793,0.11573492734320212,0.022857301260299657,-0.0025926148194833822,0.29851485870354133,1.2889498324182838
Belgium,2013,7450.968752838974,477486522,40.87973587486105,64.27809110877429,63.6403948803119,-1.1638579882062314,1.0689488800097366,0.9983599880475454,1.059119366454632,0.9765481342152438,26248.757977034205,161.0163789621635,164.58569866850743,40.35320641118192,1728.8890740905717,72.63454337839073,0.7120074247847563,8.916099336858043,0.5474790485358164,0.057437776466172916,-0.023731237289107775,0.14631396632042826,0.08600100323984328
Belgium,2014,7500.209823389734,216464249,61.97296530747994,70.35077920856047,53.25073191829615,1.4570390806504872,-1.3214073185434139,-1.0248553654766657,0.964919231241806,0.9740352903615033,26660.892769257152,369.40110480977296,49.384147818146765,210.07167071175078,937.4964972341248,66.79411587144588,0.14977668736104635,8.922686275585033,-0.06454225742815128,-0.03571087934106013,-0.026307743591972188,0.3367216295740867,1.1807601388217828
Belgium,2015,6598.304239788011,404231315,57.74447216941239,80.5861869534462,62.267694337955284,-1.3484778539078466,0.43042755194260085,-0.8274464413395193,1.0779106986192515,1.0318141453624472,22108.35246515476,549.5183466911537,242.30948510290239,2.052537336668644,1877.5399698215156,60.7626556460094,0.4567007270758575,8.794567961636032,0.6299623932825527,0.07502462918456954,0.031318559137857915,0.392498987552532,0.7372457770727221
Belgium,2016,7071.307672762047,743324069,41.86023198607103,113.76768273531596,71.18695156860515,-0.4267618777317796,-0.3293106577729674,1.090114111842673,1.0428048178093696,1.048405932575001,17503.72616217982,2.4998249359300106,104.7959326564895,49.63242260975462,1834.380028406854,53.872196690705096,0.6791999217434618,8.863800702574192,0.6067065652404364,0.041914023136895504,0.04727085114530557,0.41372537725530667,-0.31563103218678756
Belgium,2017,7875.699152755652,42420597,48.13777050159331,91.15114238466614,62.73223916156304,0.5593573853559103,1.642147985556713,0.13756826594964788,1.268960491994357,0.9779967870596753,22177.05446330756,2.800947285329462,3.584710993367694,30.61868458056662,2434.2276874198164,79.57996785592479,0.7964843418754196,8.971537241055312,0.8896295347342027,0.23819805506742728,-0.02224889416777196,0.3328754710308992,-0.7792581540094478
Belgium,2018,8505.797237106608,1348438783,52.25827266195042,121.0183141667928,67.92518604435986,0.9700150694652804,-0.25903336342928057,-1.3535701193358107,1.0405235456804571,1.0347318681520865,29803.686158009168,40.53014492340026,5.98271186907719,16.863638253610198,2096.970091133757,74.97576905207487,1.2948409930123495,9.048503237897975,0.7404934891255359,0.039723995793456215,0.034142328566949286,0.5377250233457069,-0.8000831305400077
Belgium,2019,7197.57142483462,888721830,51.7728130383032,59.52883487269149,110.6968807321627,0.6686463170514698,0.2794804980483437,1.9060818261472587,1.1478981808800626,1.0074138443317375,22477.86289083858,233.37397543651554,73.32492381296271,8.97990619842228,1820.2501705690165,90.87703141262014,0.7435939986567047,8.881498945998693,0.5989739479990471,0.1379326013507664,0.007386496871213247,0.5612694950540014,-0.3067609202397832
Brazil,2010,7724.542246605035,411817049,25.411595068506994,73.62839408310363,56.28154447739598,-1.856284809908916,-0.7709107554950433,-0.732124892676741,1.0557752768341941,1.5090537562673432,23422.168540746206,316.0002558841708,2.090807020337987,369.37486216034625,828.839666235744,71.12965891660264,0.2617837833072801,8.952157843907326,-0.1877285487817395,0.0542753566094288,0.4114828029201489,-0.03565367182101742,1.9961355309437199
Brazil,2011,8220.388147921356,58469651,23.894251160785515,90.37823438911335,50.56927768538399,-0.8280624912325127,-0.009667720630613953,-0.16855201149052546,1.0488167435758091,1.5360803736138648,24488.56928119386,39.18124236933694,0.11048458009492534,5.502470597387037,920.8334498480541,47.36522052131312,-0.37526374012689445,9.01437270687717,-0.08247609529242303,0.04766261784774873,0.4292339599280197,-0.020803825911850926,-0.8976465101348751
Brazil,2012,7614.73247074649,676199220,13.192621546280769,61.550419651450106,41.54227116209465,-0.895628700216421,0.35825097337816836,0.046619464748357244,1.1148730510496567,1.4991126751553792,15950.945918304053,145.79688498844374,287.6447600222137,19.98205372821781,1166.1244818927155,64.12329009071547,0.4920914992054406,8.93784013283379,0.15368584200064983,0.1087405428691997,0.40487338317707927,-0.3200067598574293,0.33502436657623735
Brazil,2013,9300.699579431837,68948436,16.527314446591443,101.0261809647726,88.75450186523872,0.7446705810804235,1.4380756179474519,0.4130380576811608,1.1656145799679862,1.55576751049406,32979.11604037764,503.70136180063463,499.65012161698155,0.4898287546091232,1129.9402782672398,60.06869378415137,-0.3637968180808881,9.137844899907016,0.12216478023664286,0.15324848437243382,0.4419689997431134,0.1962759269724934,1.5082682000883905
Brazil,2014,7931.213825357343,722043401,53.36048683555428,74.18724403286309,87.10038648594558,0.5920113890434684,0.5095250266977681,0.27263312640168474,1.162158602784358,1.6310458271310107,21358.420254627996,496.53362879301073,101.09751498506496,34.22804820029877,1126.1742772567425,72.83621077410557,0.6543768139014876,8.978561370425641,0.11882629327984832,0.15027914032421172,0.48922142081067777,0.48267705821605866,0.39273475260722623
Brazil,2015,10596.190438709627,580222505,47.552134168558744,110.25937681428985,75.24106361203651,0.04830874273953368,-1.0421216934675717,-0.040957689453277525,1.1267579836658137,1.6317101090597228,21543.746354104438,52.472060671103534,108.12846487754567,8.860677719076646,1056.8551335843872,92.9756116664464,0.463063823264576,9.268249822928606,0.055297643175892405,0.11934446813335486,0.4896286115113503,0.4893782071237702,-0.49304716449583086
Brazil,2016,9366.988186061357,1367415895,37.17572802611713,89.73422183589607,65.07803486694974,-0.09814770999610178,0.7965611087199389,0.8473789911170567,1.238760421687283,1.5668780282982973,35105.382843722335,286.86660092327287,10.505068019238147,10.214221378896383,1484.946434630799,78.3891320690146,0.33450450520973507,9.14494689197863,0.3953787006483994,0.21411121969410438,0.4490851226279052,0.22080980149719998,-0.4187772958711089
Brazil,2017,9648.219325716515,1170907002,61.99979650342084,92.01657015203241,60.11588242278261,-0.4623152864621247,0.20230785197591913,-0.4031661931284884,1.1858009511798937,1.5986142373643752,21111.692516007428,320.7877708577277,165.90567022267817,0.980200516269993,1102.441173286339,84.1145283430344,0.4837263028334069,9.17452865147356,0.09752696935188726,0.1704184544327327,0.4691371523157341,0.47306155293447283,0.09419985561360678
Brazil,2018,9773.095804650098,578788245,68.37776939916462,78.5688073089857,47.66691102058938,0.9713518631428013,-2.1382675464823504,0.3167470995446589,1.298184736009092,1.542764414031485,30686.22723308762,373.3322747353286,154.55731628745514,3.600217662356906,1266.3484450635365,72.72219235108287,0.09176518176025286,9.187388563283736,0.2361375189198765,0.260966931736593,0.433575881252032,0.40490243058208786,0.16141296326611076
Brazil,2019,8871.805060884624,724310261,75.3738667548752,92.96091162439778,133.1012042812894,0.10484626083691545,0.2923795781142677,2.5430829434940283,1.2620662172583328,1.5967509224020666,28052.45905444554,37.4420221519041,38.44134802023876,97.20851489805766,1337.1957972190064,79.92735470048537,0.7188203176930898,9.09063355639077,0.2905747325877384,0.2327502328362802,0.46797089113408796,1.112165902031089,-0.16140203702564626
Canada,2010,3326.241862584347,482000975,10.630330672945846,89.998590029143,30.359611603393986,0.6648254861343795,-1.0737401330967256,-0.3255549990180472,0.992495325354581,1.4139506951145726,9768.617807661021,48.82723736437067,401.097298534929,84.63429228886449,1633.4854629489714,59.534127296606606,0.6182058219230042,8.109598375865561,0.4907160526921595,-0.007532976402079061,0.34638769778197975,-0.3044936789343238,0.9825983393161444
Canada,2011,3643.2379846208396,390080586,13.41408559602969,81.81521060606033,50.58065364427292,0.7581196878786398,-0.8888839207340467,-0.9375772743206359,0.9523051618176241,1.416487584071307,7809.806270075446,332.6052655527387,221.39616251259073,10.539764224605944,1804.4787917759877,65.88916667168706,0.022687916073803716,8.200628121424655,0.5902717920673768,-0.04886974742759008,0.3481802750338577,-0.17285353600148812,0.3625944124605731
Canada,2012,2691.973560647659,1029446068,30.422711125047854,77.87417059117911,60.77162245961834,0.3831004308163693,-1.2285136559408956,0.31175336425600175,1.007280803804018,1.3568562161700128,9475.827540557957,44.41472124045692,26.225310114951867,19.433934935711484,2301.3327482290756,64.52557510081833,0.5835773940284146,7.898029869263066,0.833488410867218,0.0072544267056068625,0.30517041810550544,0.06764998413901147,-0.708998197977989
Canada,2013,4333.928440335453,1230718130,39.69919580994825,69.85632199521848,49.96488304373,0.9260062064169072,1.1490414052506328,0.42353072570057776,1.0214988390131223,1.4326519832764384,10821.00803762051,149.89151704938138,8.545468313185117,16.160032504889678,2591.285686422299,50.19201572025942,0.569049223076713,8.37422967073144,0.9521541565677815,0.021270998723863392,0.35952726050697376,0.06526940427103534,-0.6139623605078162
Canada,2014,3641.396131822606,994633036,60.821748802040496,85.45420305369433,78.27584634380428,0.3586592527785276,0.9322460284377416,1.3179151980826636,1.0192774686689383,1.4321069154921129,8474.08868314364,184.88813849740836,39.491968962703005,1.5937843627700496,1860.6346243390403,77.89546886035602,0.5710702728273167,8.200122439791771,0.6209176254122364,0.019094012237761623,0.3591467274079146,0.5536953639273159,-0.5495879768768424
Canada,2015,4032.8508031105603,1175718595,53.863939595679525,97.36150063490729,99.00612516518643,0.3063085891080396,-2.9187302601718272,-1.3787707259243345,1.0774021105268667,1.5102410338228134,9298.76285570997,87.20946823867499,39.57613964387292,0.9814925755835834,1655.869143641687,79.77529337266796,0.5678089531393307,8.302228800167391,0.5043260333008156,0.07455269016980931,0.4122692631363313,0.6642019714764622,-0.7161871369520747
Canada,2016,4295.202377102146,1384056853,47.980801468236535,98.120542653219,112.33748796997216,-0.02848858895207275,-1.0917933217612523,-0.2046656570726587,1.0669157820809576,1.464874099746707,9123.551959687527,308.6082838560548,109.75803798558934,70.50138587575032,1736.7458813354128,87.24357757187434,1.2248892728308385,8.365253952540444,0.552013179109943,0.0647720395709172,0.3817693000366364,0.6908721971686329,0.3502165055503912
Canada,2017,3780.386985979806,778554476,41.00287771330619,78.37618551068093,107.0935843080506,0.5884664739426989,0.29950916136501043,0.5055851870091163,1.1217832404795658,1.5113206398774794,10960.34509952804,99.67112301912853,91.41161768970369,43.2728133287473,2319.661593051763,84.31040154996195,1.026465569881914,8.237581660616776,0.8414213099749802,0.11491959813343677,0.4129838645360017,0.49611219849602084,-0.2406906471441248
Canada,2018,4252.470616819094,248952466,67.14807871505906,94.35398727554724,97.05440326052687,0.6590025055009456,-0.047426116820745774,-0.5834295490989292,1.1324647905307217,1.5851331962763522,11976.289711060514,30.615447809763896,159.54774485315642,122.93904698945852,2279.542997639491,90.33910377733743,1.3622859996239474,8.355255414621006,0.8239749832438397,0.12439648785264881,0.4606684393040436,0.7862607322189488,0.4024452091231847
Canada,2019,4252.268047884449,1278581502,60.78842603458394,79.47780369632783,123.84609582372488,0.041738654926026776,-0.21908040443698976,-0.2694655741124743,1.2078962051552578,1.51443882847788,10915.74868921211,248.43683160451025,212.39532534145562,16.946077995470805,2547.4620610354523,90.39875361192703,1.1619720424668618,8.35520777789925,0.9350975933779201,0.18888017293632037,0.4150449600968884,0.8322251101660203,0.23501965711550787
Chile,2010,8074.88355118965,935320972,41.87634392721121,83.04162572378551,39.992778452062005,0.7889090535686143,-0.4462170767915389,0.6445429113940008,0.9366238023872094,0.8901796431098177,29941.415886227725,16.226034850024647,36.7182469023376,104.76303099181861,1088.865452472623,50.45208182869179,0.39879596730615496,8.996513727081568,0.08513628486925089,-0.0654735689455269,-0.11633199043334677,0.0779180071651997,-0.15214224563004297
Chile,2011,8292.446532768117,327211066,27.623374230969777,90.1389169493794,35.88749665197204,1.9561041160471335,-1.101852524416294,1.1776116531921068,1.114042449027148,0.8789188512045194,27279.150450590292,187.9331657517485,170.56147923117396,30.967406405368575,1496.0117906408168,67.11171918015962,0.14504095539295236,9.023100323139055,0.40280276096562334,0.10799524583041323,-0.129062705007446,-0.07824482135366362,0.08820958305928439
Chile,2012,8246.45940321854,1067863538,47.32234572179247,74.33449319680466,58.79496307197426,-0.061884943856683264,-0.15750855896312765,-0.8916935704543415,1.1181438035564086,0.9487864843603612,22926.18943531726,99.31085371676824,230.93902228569735,83.59870943360009,1325.3724549324902,50.07205740278472,0.14475217473236732,9.017539223965587,0.28169351799978404,0.11166999218262444,-0.05257149582289267,0.22749731681976404,0.49263956003760545
Chile,2013,9747.91850151244,313821059,53.353001566454395,89.65628720602471,61.97504706507248,-1.1184877278390806,-1.2349001620176654,0.5225959066249816,1.1230920026476883,0.9980851602196514,27752.2341892311,288.700510573941,72.77189479337774,132.61157419298746,1133.6566004558508,63.039111003438336,-0.05052718754289254,9.184809054175929,0.12544833797837765,0.11608559817767736,-0.0019166754297313265,0.3795459723084127,0.6078176615544109
Chile,2014,8874.560825818722,929171106,57.79185502981632,95.4183498298428,89.4732702268818,0.4786776376599063,0.4157284586772021,-0.8778701396376349,1.1871093212897943,0.9085778997467735,31725.913758741754,78.27634384632425,87.32769578438936,23.811073302690897,1432.9353900957017,58.44186028873446,0.7276129473614588,9.09094412870443,0.3597250606667739,0.17152121019865388,-0.09587464936584543,0.6361966483570718,-0.4197066189568891
Chile,2015,9671.413492001873,431704198,33.47751158723233,86.39344204394486,77.04062594481148,-0.7909017195476848,0.36025382243505044,0.0024868401485093963,1.2381696748093292,0.9786599386890106,27782.42464270832,607.6708550336773,10.566810444525125,5.965730121782039,1282.8755020062642,72.64170637825147,0.1676017291909444,9.17692975067121,0.2491040442971321,0.2136342204521876,-0.021571052576040535,0.24554919911776163,0.08777899401642597
Chile,2016,10829.637402871189,747842178,27.02549042389858,78.58688972030784,74.73853151087295,1.030755399454602,0.04936370724029442,0.02978226913726131,1.173640847858795,0.9425687845803428,32579.417749418684,372.33598311632284,10.899587400641044,77.37878250110265,1523.7719180911554,78.03796251621459,0.3480199529658975,9.290041858628557,0.4211887860190988,0.1601107528465874,-0.0591463813358528,0.12598547750597544,0.1727504798700259
Chile,2017,7576.094890691311,979128499,57.90104424764012,101.09630797041213,77.3150817423886,0.21811621074570306,-0.44918642142630694,0.5582534712000038,1.094782592039871,0.9394242172841211,21105.76056325152,72.45951974613558,36.49065459678578,56.26366179490314,2343.8220132833317,81.01339846754487,0.8561413005133858,8.932753159957922,0.8517829359321151,0.0905557974732718,-0.062488126198299826,0.5800134309108647,-0.38250753980113383
